en	zo
For we will surely die and are like water spilled on the ground, which cannot be gathered up again. But God does not take away life; instead, He devises ways so that a banished person may not remain estranged from Him.	Eite khempeuh i si ding a, a kikhawm kik thei lo leilakah a bua tui tawh i kibang hi. Ahih hangin a hawlkhiat pa a kipuasehin a kikoih loh nadingin lampi a zong mipa’ nuntakna Pasian in lakhia lo ding hi.
and observe the requirements of the LORD your God, walking in His ways and keeping His statutes, commandments, ordinances, and testimonies, as written in the Law of Moses, so that you may prosper in all you do and wherever you turn,	Amah in kei tungah a hong gen, ‘Na tapate in a lungsim khempeuh uhleh a nuntakna khempeuh uh tawh keima mai-ah thuman takin gamtat ding limtakin a ngaihsut nak-uhleh Israel kumpi tokhom tungah khat beek in nang hong tamasak lo ding hi,’ ci-a a thugenna Topa in a kipsak theih nadingin, Moses thukham sungah a kigelh bangin Topa na Pasian’ thuhilhna zui-in, ama lampite hoihtakin tawn inla, ama thukhamte, a thupiakte, a biakna ngeina kipte hoihtakin zui in. Tua hileh na heksuk na hektohna khempeuhah na dau hong pai ding hi.
Then they served it for the men to eat, but as they began to eat the stew, they cried out, “O man of God, there is death in the pot!” And they could not eat it.	Tua ciangin amaute in mite’ nek dingin hong thukkhia uh hi. Ahih hangin amaute in meh a nek laitakun amaute kiko-in, “Pasian’ mipa aw, an sungah gu om!” a ci uh hi. Amaute in ne thei lo uh hi.
from Issachar, men who understood the times and knew what Israel should do—200 chiefs with all their relatives under their command;	Issakhar mi: Amaute sung panin Israel in bang a sep dingin kilawm cih a thei, hun paizia a thei ukpi zanih le amau’ ukna nuai-ah a om amau’ behte khempeuh ahi uh hi.
Early in the morning they set out for the Desert of Tekoa. As they set out, Jehoshaphat stood and said, “Listen to me, O Judah and people of Jerusalem! Have faith in the LORD your God and you will be upheld; have faith in His prophets and you will be successful.”	Tua ciangin zingsangin amaute tho baihin Tekoa gamlakah a paikhia uh hi. Amaute a paikhiat laitakin Jehoshafat dingin, “Judah gam le Jerusalem-a a tengte aw, ka thugen za un! Topa na Pasian uh um un; tua hileh note na kip ding uh hi. Ama kamsangte um un; tua hileh na maavang ding uh hi,” a ci hi.
For Ezra had devoted himself to the study and observance of the Law of the LORD, and to teaching its statutes and ordinances in Israel.	Bang hang hiam cih leh Ezra in Topa’ thukham sinin zuih ding, le Israel mite a hilh dingin amah kipia hi.
So they read from the Book of the Law of God, explaining it and giving the meaning so that the people could understand the reading.	Amaute in Pasian’ thukham laibu sung panin a kitel takin sim uh a, a cihnopna a kitelin gen uh a, tua a kisim thute a tel nadingun a hilh uh hi.
“Go, gather all the Jews who are in Susa, and fast for me. Do not eat or drink for three days, night or day. I and my maids will fast as you do. When this is done, I will go to the king, even though it is against the law. And if I perish, I perish.”	“Pai-in Susa khua sunga om Jew mi khempeuh khawm inla, keimah ngaihsutna-in an na tang un. A sun a zan ci loin ni thum sung an ne lo, tui dawn loin na om un. Na tan’ uh mah bangin kei le ka nasem numeite in zong ka na tang ding uh hi. Tua khit ciangin ngeina ahihloh hangin kumpipa kiangah ka va pai ding hi,” a ci hi.
“I have made a covenant with my eyes. How then could I gaze at a virgin?	“Lunggulhna tawh nungak khatpeuh ka et ngei loh nading, kiciamna ka bawlkhin hi.
He who has clean hands and a pure heart, who does not lift up his soul to an idol or swear by what is false.	Gamtat siangtho le lungsim siangtho a nei, a man lo thu-ah a nuntakna pia loin, khemna tawh a kiciam lo mite ahi hi.
Unless the LORD builds the house, its builders labor in vain. Unless the LORD watches over the city, the watchmen stand guard in vain.	Topa in inn lampih kei leh innlamte’ sepna a mawkna ahi hi. Topa in khuapi hutpih kei leh khuapi cingte’ cinna a mawkna ahi hi.
A word aptly spoken is like apples of gold in settings of silver.	A kilawm hunin kammal khat paukhiatna pen ngun pek tunga kham pek khat a kisuang tawh kibang hi.
Cast your bread upon the waters, for after many days you will find it again.	Sumbawl nadingin na sumte zang in. Ni khat ni peuh teh a meet na ngah ding hi.
I form the light and create darkness, I bring prosperity and create disaster; I, the LORD, do all these things.	Keimah in khuavak le khuamial piangsakin, a pha nate le a sia nate ka piangsak a, hih nate khempeuh a bawlpa, keimah Topa ka hi hi,” a ci hi.
You will seek Me and find Me when you search for Me with all your heart.	Note in kei nong zong ding uh a, na lungsim khempeuh uh tawh nong zon uh ciangin nong mu ding uh hi.
TEKEL: You have been weighed on the scales and found wanting.	Tekel pen kitawikhai a cihna hi a, nang hong kitawikhai-in na lek zo kei hi, a cihna ahi hi.
Blessed are the peacemakers, for they will be called sons of God.	Kilem nading deihin a hanciam mite in Pasian’ tate cihna ngah ding uh ahih manin thupha ngah mi ahi uh hi.
Jesus looked at them and said, “With man this is impossible, but not with God. For all things are possible with God.”	Jesuh in amaute enin, “Mihingte a dingin hi zo lo mah hi; ahi zongin Pasian a dingin ahi mawh thu hi lo hi; Pasian a dingin na khempeuh hithei hi,” a ci hi.
Whoever is faithful in very little is also faithful in much, and whoever is dishonest in very little is also dishonest in much.	“A tawmno-ah a diktatte pen a tamah zong diktat uh a, a tawmno-ah a citak lote pen a tamah zong citak lo uh hi.
By this all men will know that you are My disciples, if you love one another.”	Note khatlekhat ki-it le-uhcin keima nungzuite na hihna uh mi khempeuh in hong thei ding uh hi,” a ci hi.
From one man He made every nation of men, that they should inhabit the whole earth; and He determined their appointed times and the boundaries of their lands.	Mihing khat tung panin leitung minam khempeuh hong piangsakin, leitung khempeuhah a omsak hi. Amah in mihingte a piansakma pekin, mihingte’ nuntak tanvei ding le a ten nading uh mun a sehsa ahi hi.
Do not be overcome by evil, but overcome evil with good.	Tua ahih manin gitlohna kizosak kei unla, a pha gamtatna tawh gitlohnate a zo na hi ta un.
Do you not know that in a race all the runners run, but only one receives the prize? Run in such a way as to win the prize.	Tai kidemna-ah mi khat bek in thaman a ngah ding hinapi-in a vekpi-un tai veve uh hi. Tua ahih manin thaman na ngahzawh nadingun na tai un.
Brothers, if someone is caught in a trespass, you who are spiritual should restore him gently. But watch yourself, or you also may be tempted.	Sanggamte aw, mi khatpeuh a gamta khial a om ciangin, Kha Siangtho’ deihna bangin a nungta note in tua a khial pa a manin a gamtatkik theih nadingin thunem zangin na huh un. Note in zong amah bangin ze-etna na tuahkhak loh nadingun na kikem un.
Let no unwholesome talk come out of your mouths, but only what is helpful for building others up according to their needs, that it may benefit those who listen.	Na kiho uh ciangin kamguh zang kei unla, na pauna uh a za mite in phattuamna a ngahtheih nadingin na-in a kimang kam hoihte bek na pau un.
I am not saying this out of need, for I have learned to be content in any circumstance.	Bangbangin om taleng a lungkim thei dingin a kisinsa ka hih manin hih bang ka hong gen ciangin ka kitangsapna a hong pulak nuam ka hi kei hi.
Set your minds on things above, not on earthly things.	Vantungah a om thute ngaihsutin nei unla, leitungah a om thute ngaihsutin nei kei un.
pray without ceasing,	thu ngen niloh unla,
Therefore, if anyone cleanses himself from what is dishonorable, he will be an instrument for noble purposes, made holy, useful to the Master, and prepared for every good work.	Mi khatpeuh a hoih lo na khempeuh panin kikemin a siangtho takin a om nakleh na hoih nam khempeuh a sem dingin a Topa tungah ki-apin, a Topa tungah a manpha suak ahih manin a thupi diakte-ah amah kizang ding hi.
Keep your lives free from the love of money and be content with what you have, because God has said, “Never will I leave you; never will I forsake you.”	Sum deihluatna tawh na kipelh nadingun na nuntakna uhah kikem unla, na neihzah uh tawh lungkim un. Pasian in, “Note ka hong nusia ngei kei ding a, ka hong tamasak ngei kei ding hi,” hong ci hi.
My dear brothers, take note of this: Everyone should be quick to listen, slow to speak, and slow to become angry,	Sanggamte aw, note in na theih ding uh ka deih thu in: Thu kigen khempeuh hoihtakin ngai pahpah un. Ahi zongin pau pahpah kei unla, heh pakpak kei un.
Finally, all of you, be like-minded and sympathetic, love as brothers, be tenderhearted and humble.	A tawpna-ah kong gennop thu in: Lungsim le ngaihsutna kikhat nei-in unau ki-itna lungsim nei unla, migi-in kiniamkhiat un.
But grow in the grace and knowledge of our Lord and Savior Jesus Christ. To Him be the glory both now and forever. Amen.	Hehpihna thu le i Topa le Honpa Jesuh Khrih theihna thu-ah na khangto semsem zaw un. Tuhun a kipanin a tawntungin amah in minthanna ngah paisuak tahen. Amen.
This is how we know what love is: Jesus Christ laid down His life for us. And we ought to lay down our lives for our brothers.	Itna i cih bangci theih ding ihi hiam cih leh: Khrih in eite a dingin a nuntakna hong pia hi. Ei zong i Khristian mipihte a dingin i nuntakna i piak ngam ding ahi hi.
I am coming soon. Hold on to what you have, so that no one will take your crown.	Keimah ka hong pai baih ding hi. Kuamah in, na ngah ding uh gualzawhna lukhu hong tuhkhak loh nadingun na neihsate uh hoihtakin na lenkip un.
The scepter will not depart from Judah, nor the ruler’s staff from between his feet, until he to whom it belongs comes and the obedience of the nations is his.	Judah in kumpi ciangkhut len tawntung ding a, a suan a khakte in zong ukna aana nei tawntung ding hi. Minam dangte in ama tungah siah puak ding a, zahtakna tawh ama mai-ah kun ding uh hi.
The LORD is my strength and my song, and He has become my salvation. He is my God, and I will praise Him, my father’s God, and I will exalt Him.	Topa , kei a hong hupa hi a, keimah hong honkhia pa ahi hi. Amah, keima Pasian hi a, amah ka phat ding hi. Ka pa’ Pasian hi a, amah ka liansak ding hi.
I will walk among you and be your God, and you will be My people.	Keimah, note’ lakah omin note’ Pasian ka hi ding a, note, keima mite na hi ding uh hi.
But if you fail to do this, you will be sinning against the LORD; and you may be sure that your sin will find you out.	Ahih hangin note tua bangin na gamtat kei uhleh, en un, Topa’ tungah a khial khin na hi uh hi. Na khialhna un note hong sulzuih ding theitel un.
And now, O Israel, what does the LORD your God ask of you but to fear the LORD your God, to walk in all His ways, to love Him, to serve the LORD your God with all your heart and with all your soul,	“Israel-te aw, tu-in, Topa na Pasian uh zahtak ding, ama lampite tot ding, amah it ding, na lungsim khempeuh uh le na nuntakna khempeuh uh tawh Topa note’ Pasian’ na sep ding,
So on that day Moses swore to me, ‘The land on which your feet have walked will be your inheritance and that of your children forever, because you have followed the LORD my God wholeheartedly.’	Tua ni-in Moses kiciamin, ‘Nangmah in Topa ka Pasian, lungsim tak tawh zui na hih manin na khe in a totsa leitang pen nang le na tate a dingin gamh hi tawntung ding hi,’ hong ci hi.
In those days Israel had no king; everyone did what was right in his own eyes.	Tua hun lai-in Israel-te sungah kumpi om lo a, amau’ hoihsak bang ciatin mi khempeuh a gamta uh hi.
Then the women said to Naomi, “Blessed be the LORD, who has not left you without a kinsman-redeemer today. May his name be famous in Israel.	Tua ciangin nupite in Naomi kiangah, “Tanau nei loin tuni-in nang a hong omsak lo Topa in thupha ngah hen la, Israel-te’ sungah ama min thang ta hen!
David said to the Philistine, “You come against me with sword and spear and javelin, but I come against you in the name of the LORD of Hosts, the God of the armies of Israel, whom you have defied.	Tua ciangin David in Filistia-pa kiangah, “Namsau, teipi, le teikhawh tawh kei kiangah nang nong kuan hi. Ahih hangin kei pen Israel galkapte’ Pasian, a Vanglian Topa, nangmah in na to mipa’ min tawh nang kiangah kong kuan hi.
Now be pleased to bless the house of Your servant, that it may continue forever in Your presence. For You, O Lord GOD, have spoken, and with Your blessing the house of Your servant will be blessed forever.”	Tua ahih ciangin tu-in nangma mai-ah a om tawntung theih nadingin na nasempa’ suanlekhakte thupha piak ding hong lungkim in. Bang hang hiam cih leh Topa Pasian aw, nangmah in na gen khin a, nangma thupha tawh na nasempa’ suanlekhakte thupha kipia tawntung ding hi,” a ci hi.
